Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,40.650002,41.000000,40.650002,40.889999,39.641937,623300
2020-01-03,40.369999,40.810001,40.360001,40.650002,39.409267,5957900
2020-01-06,40.509998,41.020000,40.509998,41.020000,39.767971,1561400
2020-01-07,40.730000,40.750000,40.570000,40.700001,39.457737,1249000
2020-01-08,40.709999,40.889999,40.709999,40.840000,39.593464,575200
2020-01-09,40.840000,40.990002,40.820000,40.860001,39.612854,395100
2020-01-10,40.950001,41.299999,40.950001,41.029999,39.777664,1022300
2020-01-13,41.200001,41.220001,41.000000,41.169998,39.913391,518400
2020-01-14,40.939999,41.200001,40.939999,41.180000,39.923088,410800
2020-01-15,41.529999,41.669998,41.459999,41.540001,40.272099,510100
2020-01-16,41.689999,41.779999,41.490002,41.750000,40.475689,949000
2020-01-17,42.310001,42.450001,42.279999,42.419998,41.125237,530500
2020-01-21,42.459999,42.669998,42.410000,42.450001,41.154324,910200
2020-01-22,42.799999,42.880001,42.549999,42.580002,41.280357,989000
2020-01-23,42.360001,42.430000,42.180000,42.389999,41.096153,388000
2020-01-24,42.160000,42.160000,41.200001,41.200001,39.942478,2152300
2020-01-27,40.939999,41.110001,40.880001,40.970001,39.719498,1806700
2020-01-28,41.220001,41.320000,41.119999,41.189999,39.932781,1439800
2020-01-29,41.610001,41.790001,41.450001,41.470001,40.204239,787300
2020-01-30,42.060001,44.209999,41.919998,42.509998,41.212490,1334300
2020-01-31,42.410000,42.419998,41.610001,41.799999,40.524162,1661500
2020-02-03,41.830002,42.139999,41.799999,41.869999,40.592026,808300
2020-02-04,42.250000,42.490002,42.209999,42.389999,41.096153,1234900
2020-02-05,43.750000,43.759998,43.459999,43.560001,42.230446,1055000
2020-02-06,43.110001,43.439999,43.040001,43.430000,42.104412,1189200
2020-02-07,43.360001,43.459999,43.279999,43.320000,41.997768,590800
2020-02-10,43.180000,43.470001,43.169998,43.430000,42.104412,666000
2020-02-11,43.310001,43.590000,43.250000,43.410000,42.085022,1774300
2020-02-12,43.259998,43.419998,43.070000,43.389999,42.065632,2508100
2020-02-13,43.549999,44.029999,43.500000,43.680000,42.346783,706400
2020-02-14,43.500000,43.560001,43.310001,43.389999,42.065632,2490300
2020-02-18,43.830002,44.130001,43.830002,44.099998,42.753960,800300
2020-02-19,44.430000,44.770000,44.400002,44.730000,43.364731,1414300
2020-02-20,44.270000,44.299999,43.790001,43.860001,42.521286,1218200
2020-02-21,44.000000,44.169998,43.939999,44.029999,42.686096,1888800
2020-02-24,42.660000,42.990002,42.540001,42.540001,41.241577,775900
2020-02-25,42.860001,42.900002,41.650002,41.750000,40.475689,957300
2020-02-26,41.959999,42.439999,41.900002,42.150002,40.863483,1955700
2020-02-27,41.400002,41.830002,40.750000,40.779999,39.535294,1182100
2020-02-28,40.009998,40.389999,39.580002,39.889999,38.672462,5378400
2020-03-02,41.049999,41.240002,40.650002,41.200001,39.942478,10741700
2020-03-03,42.400002,42.650002,41.200001,41.590000,40.320572,9557800
2020-03-04,42.950001,43.720001,42.529999,43.639999,42.308002,1791500
2020-03-05,43.020000,43.450001,42.779999,43.090000,41.774788,1113300
2020-03-06,41.700001,42.130001,41.450001,42.029999,40.747143,2342400
2020-03-09,39.889999,40.730000,39.310001,39.580002,38.371925,1419000
2020-03-10,40.770000,41.009998,39.599998,40.910000,39.661327,6615100
2020-03-11,40.099998,40.130001,38.759998,39.169998,37.974434,1616800
2020-03-12,37.110001,37.419998,35.279999,35.660000,34.571571,3265000
2020-03-13,39.490002,42.070000,36.650002,40.299999,39.069946,11404500
2020-03-16,36.580002,40.000000,36.000000,37.340000,36.200294,6226400
2020-03-17,37.730000,39.490002,37.250000,39.290001,38.090775,4561100
2020-03-18,36.770000,38.400002,36.060001,37.709999,36.558998,5893700
2020-03-19,37.200001,40.020000,36.880001,38.950001,38.950001,15566300
2020-03-20,37.889999,38.290001,35.950001,36.090000,36.090000,4337200
2020-03-23,36.270000,36.750000,35.040001,35.259998,35.259998,3875700
2020-03-24,37.380001,37.500000,36.619999,37.169998,37.169998,3743200
2020-03-25,36.700001,38.250000,36.419998,37.290001,37.290001,5534100
2020-03-26,37.380001,38.970001,37.369999,38.779999,38.779999,3960400
