Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,120.809998,121.629997,120.769997,121.430000,113.316681,5205000
2020-01-03,121.779999,122.720001,120.739998,121.010002,112.924751,6360900
2020-01-06,121.239998,121.669998,120.330002,120.599998,112.542137,9953000
2020-01-07,119.019997,119.730003,117.769997,119.059998,111.105026,7856900
2020-01-08,118.550003,119.089996,117.650002,117.699997,109.835899,7295900
2020-01-09,117.589996,117.919998,116.180000,117.510002,109.658607,7345300
2020-01-10,117.519997,117.690002,116.400002,116.440002,108.660103,6393800
2020-01-13,116.470001,116.910004,116.080002,116.660004,108.865402,6846700
2020-01-14,116.500000,116.879997,115.709999,116.300003,108.529449,7189100
2020-01-15,116.300003,116.410004,115.650002,116.129997,108.370804,5808800
2020-01-16,116.559998,117.279999,116.449997,116.889999,109.080025,7022000
2020-01-17,117.010002,117.290001,115.519997,115.580002,107.857552,7885900
2020-01-21,115.099998,115.150002,113.169998,113.309998,105.739220,8470300
2020-01-22,113.099998,113.529999,112.459999,112.900002,105.356621,5589900
2020-01-23,112.400002,113.489998,111.860001,113.099998,105.543259,8007800
2020-01-24,112.790001,112.980003,111.339996,111.849998,104.376770,6920000
2020-01-27,110.250000,110.830002,109.980003,110.389999,103.014320,7609800
2020-01-28,110.980003,111.620003,110.769997,111.120003,103.695549,5771900
2020-01-29,111.449997,111.839996,110.180000,110.370003,102.995667,4772800
2020-01-30,109.809998,111.580002,109.059998,111.400002,103.956841,8382700
2020-01-31,109.809998,110.000000,106.400002,107.139999,99.981468,13699600
2020-02-03,106.949997,107.250000,105.400002,106.279999,99.178925,8787500
2020-02-04,107.680000,108.339996,106.599998,106.849998,99.710846,9909000
2020-02-05,108.269997,110.650002,108.110001,110.279999,102.911667,6914100
2020-02-06,110.629997,110.669998,109.110001,109.489998,102.174446,6274000
2020-02-07,108.930000,109.440002,108.470001,108.940002,101.661209,4830100
2020-02-10,108.540001,109.800003,108.320000,109.790001,102.454407,6011800
2020-02-11,110.779999,111.370003,110.059998,111.209999,103.779526,6072700
2020-02-12,112.510002,112.599998,111.610001,112.040001,104.554077,5725700
2020-02-13,111.370003,112.330002,111.230003,111.660004,104.199471,5991900
2020-02-14,110.839996,110.970001,109.580002,110.080002,103.925682,5148700
2020-02-18,109.000000,110.269997,108.830002,110.239998,104.076736,4975800
2020-02-19,110.519997,111.099998,109.889999,110.739998,104.548775,5887500
2020-02-20,110.779999,111.070000,109.699997,109.809998,103.670776,4466600
2020-02-21,108.989998,109.190002,107.650002,109.010002,102.915504,6443900
2020-02-24,105.709999,106.959999,104.419998,104.709999,98.855904,9539800
2020-02-25,104.800003,104.919998,100.000000,100.709999,95.079529,12871900
2020-02-26,100.860001,101.610001,98.000000,98.040001,92.558815,11990400
2020-02-27,95.949997,98.199997,94.080002,94.129997,88.867409,15783700
2020-02-28,90.629997,93.440002,90.110001,93.339996,88.121574,20840600
2020-03-02,94.019997,96.680000,92.209999,96.589996,91.189873,15050800
2020-03-03,96.790001,98.480003,93.370003,94.389999,89.112869,16525500
2020-03-04,96.370003,99.019997,95.669998,98.529999,93.021416,14753000
2020-03-05,95.709999,97.389999,94.940002,97.190002,91.756332,12814400
2020-03-06,93.919998,96.059998,93.419998,95.320000,89.990883,16861900
2020-03-09,82.230003,88.010002,80.000000,80.669998,76.159920,30595500
2020-03-10,86.239998,86.300003,81.040001,84.980003,80.228973,22642900
2020-03-11,82.230003,84.839996,81.750000,83.029999,78.387985,18412800
2020-03-12,77.230003,78.129997,72.860001,76.260002,71.996475,25768200
2020-03-13,79.980003,83.500000,74.110001,83.419998,78.756172,23497500
2020-03-16,72.570000,78.489998,69.690002,69.699997,65.803230,17535300
2020-03-17,70.400002,72.980003,65.489998,70.690002,66.737885,22684200
2020-03-18,66.209999,66.230003,54.570000,55.049999,51.972282,24947300
2020-03-19,55.259998,58.490002,51.599998,57.389999,54.181458,29871000
2020-03-20,59.529999,60.650002,56.360001,59.389999,56.069637,26960400
2020-03-23,58.259998,59.400002,52.970001,54.220001,51.188683,23764000
2020-03-24,61.480000,67.650002,60.320000,66.550003,62.829350,29198800
2020-03-25,68.290001,73.139999,66.639999,69.269997,65.397270,22560100
2020-03-26,70.300003,77.099998,67.889999,76.379997,72.109764,24129100
2020-03-27,72.120003,73.540001,68.500000,68.779999,64.934662,20411500
2020-03-30,68.010002,72.930000,67.019997,71.949997,67.927437,18486800
2020-03-31,73.269997,75.040001,70.809998,72.459999,68.408928,18514200
2020-04-01,69.510002,72.290001,67.610001,68.559998,64.726967,14362000
2020-04-02,71.750000,78.699997,69.580002,76.120003,71.864304,23220600
2020-04-03,78.000000,78.989998,73.029999,75.110001,70.910774,14905400
2020-04-06,77.000000,80.949997,75.510002,80.389999,75.895584,17334900
2020-04-07,84.260002,85.690002,80.849998,80.919998,76.395950,16394800
2020-04-08,82.290001,86.300003,81.519997,85.980003,81.173065,12284800
2020-04-09,88.739998,89.910004,81.519997,84.309998,79.596420,17048500
2020-04-13,87.180000,87.360001,83.400002,84.910004,80.162880,13854700
2020-04-14,85.459999,87.080002,84.330002,84.610001,79.879646,14797600
2020-04-15,80.459999,83.379997,79.320000,82.489998,77.878174,13982300
2020-04-16,81.309998,82.190002,78.809998,79.989998,75.517937,12291900
2020-04-17,81.330002,87.500000,81.320000,87.169998,82.296524,16130100
2020-04-20,82.660004,87.000000,82.089996,83.570000,78.897797,15749000
2020-04-21,80.279999,83.790001,79.250000,81.639999,77.075699,19620600
2020-04-22,84.949997,85.250000,82.970001,84.440002,79.719154,10325100
2020-04-23,86.300003,88.779999,85.389999,86.800003,81.947212,14226500
2020-04-24,88.480003,88.790001,85.769997,87.010002,82.145470,9176600
2020-04-27,86.750000,90.620003,85.870003,89.709999,84.694519,12037100
2020-04-28,89.550003,90.959999,88.830002,89.910004,84.883339,10645200
2020-04-29,92.480003,95.139999,92.290001,94.620003,89.330017,12342800
2020-04-30,93.720001,95.739998,90.580002,92.000000,86.856491,12222000
2020-05-01,91.510002,92.050003,87.040001,89.440002,84.439621,13250100
2020-05-04,88.760002,91.620003,87.690002,91.440002,86.327805,11192400
2020-05-05,94.500000,95.300003,92.680000,92.889999,87.696732,13608700
2020-05-06,92.849998,93.459999,89.769997,90.050003,85.015511,11145900
2020-05-07,92.980003,94.059998,91.910004,92.639999,87.460709,9749600
2020-05-08,95.000000,95.559998,94.070000,95.470001,90.132500,8602900
2020-05-11,94.209999,94.599998,93.180000,93.370003,88.149910,7101000
2020-05-12,93.129997,94.029999,91.000000,91.099998,86.006805,8749100
2020-05-13,89.900002,90.000000,87.320000,88.699997,83.740982,12215100
2020-05-14,87.290001,90.930000,86.019997,90.050003,85.015511,10678200
2020-05-15,90.650002,92.059998,88.830002,89.160004,84.175278,10113000
2020-05-18,92.400002,93.400002,91.459999,92.550003,88.658493,12306500
2020-05-19,92.529999,92.629997,89.529999,89.620003,85.851685,7749300
2020-05-20,91.000000,93.470001,90.180000,93.000000,89.089561,9160000
