Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,180.949997,182.380005,179.970001,182.270004,177.634338,2444800
2020-01-03,179.539993,181.190002,178.289993,180.979996,176.377136,2344200
2020-01-06,179.699997,180.080002,177.940002,179.429993,174.866547,3142500
2020-01-07,179.229996,179.580002,177.610001,178.070007,173.541122,4096400
2020-01-08,177.889999,181.050003,177.479996,180.020004,175.441559,2817500
2020-01-09,180.509995,180.830002,178.570007,179.100006,174.544983,3311100
2020-01-10,179.100006,179.929993,177.820007,177.940002,173.414459,2944300
2020-01-13,177.990005,179.990005,177.639999,179.899994,175.324585,2035200
2020-01-14,180.500000,182.729996,180.149994,180.800003,176.201706,2805900
2020-01-15,181.630005,182.419998,180.630005,180.800003,176.201706,3450700
2020-01-16,181.559998,184.169998,180.910004,183.899994,179.222885,3227400
2020-01-17,183.679993,185.649994,183.000000,185.320007,180.606750,4008600
2020-01-21,184.160004,184.529999,181.119995,182.460007,177.819504,3440900
2020-01-22,183.270004,183.410004,180.440002,180.929993,176.328415,2993900
2020-01-23,183.500000,187.679993,180.929993,187.190002,182.429199,4950500
2020-01-24,186.139999,188.960007,184.529999,185.679993,180.957596,2734000
2020-01-27,182.029999,183.960007,178.300003,178.470001,173.930969,4183900
2020-01-28,180.270004,181.679993,179.449997,179.639999,175.071228,3264500
2020-01-29,181.600006,184.270004,180.440002,181.779999,177.156784,2270800
2020-01-30,179.669998,183.500000,179.009995,183.070007,178.413971,2994400
2020-01-31,181.690002,182.470001,178.500000,179.419998,174.856796,3653700
2020-02-03,180.869995,182.050003,179.399994,180.289993,175.704681,2493100
2020-02-04,182.699997,185.020004,182.699997,183.240005,178.579666,1857900
2020-02-05,185.850006,185.850006,184.369995,185.089996,180.382584,2133500
2020-02-06,186.809998,187.669998,184.839996,186.110001,181.376663,2932400
2020-02-07,184.759995,185.649994,183.229996,183.830002,179.154663,2221400
2020-02-10,181.990005,184.820007,181.580002,184.669998,179.973282,1782800
2020-02-11,185.669998,185.679993,183.100006,183.300003,178.638153,1521700
2020-02-12,184.820007,185.960007,183.690002,184.860001,180.158447,2612200
2020-02-13,183.960007,185.550003,183.309998,184.639999,179.944061,1861500
2020-02-14,184.559998,185.529999,182.649994,184.000000,179.320328,2134800
2020-02-18,183.460007,184.490005,181.660004,182.100006,177.468658,3164400
2020-02-19,182.979996,185.500000,182.679993,183.500000,178.833038,2807200
2020-02-20,183.330002,184.520004,181.660004,183.399994,178.735596,2190900
2020-02-21,182.119995,182.830002,180.779999,181.720001,177.098328,2890700
2020-02-24,176.190002,177.809998,174.399994,176.800003,172.303452,6785100
2020-02-25,177.449997,178.119995,170.009995,170.889999,166.543762,7631700
2020-02-26,169.630005,172.820007,165.539993,165.750000,161.534485,4921400
